1,Birmingham Civil Rights Institute,0
1,Vulcan Park and Museum,1
1,Barber Vintage Motorsports Museum,2
1,Birmingham Museum of Art,3
1,Sloss Furnaces National Historic Landmark,4
1,McWane Science Center,5
1,Alabama Theatre,6
1,Railroad Park,7
1,Ruffner Mountain Nature Preserve,8
1,Red Mountain Park,9
2,Alabama State Capitol,10
2,Rosa Parks Museum,11
2,Dexter Avenue King Memorial Baptist Church,12
2,Civil Rights Memorial Center,13
2,Montgomery Zoo,14
2,The Hank Williams Museum,15
2,The Legacy Museum,16
2,First White House of the Confederacy,17
2,Old Alabama Town,18
2,The Scott and Zelda Fitzgerald Museum,19
3,USS Alabama Battleship Memorial Park,20
3,Mobile Bay,21
3,Mobile Museum of Art,22
3,Gulf Coast Exploreum Science Center and IMAX Dome Theater,23
3,Dauphin Island Sea Lab,24
3,Bellingrath Gardens and Home,25
3,Cathedral Basilica of the Immaculate Conception,26
3,History Museum of Mobile,27
3,Mobile Botanical Gardens,28
3,Fort Conde,29
4,U.S. Space and Rocket Center,30
4,Monte Sano State Park,31
4,Huntsville Botanical Garden,32
4,Burritt on the Mountain,33
4,Constitution Village,34
4,EarlyWorks Children's Museum,35
4,Huntsville Museum of Art,36
4,Historic Huntsville Depot and Museum,37
4,Lowe Mill ARTS & Entertainment,38
4,Alabama Constitution Hall Historic Park,39
5,University of Alabama,40
5,Bryant-Denny Stadium,41
5,Tuscaloosa Riverwalk,42
5,Tuscaloosa Museum of Art,43
5,Children's Hands-On Museum of Tuscaloosa,44
5,Moundville Archaeological Park,45
5,Mercedes-Benz Visitor Center,46
5,Jemison-Van de Graaff Mansion,47
5,Gorgas House Museum,48
5,Tuscaloosa Amphitheater,49
6,Aldridge Gardens,50
6,Moss Rock Preserve,51
6,The Galleria,52
6,Regions Park,53
6,Hoover Metropolitan Stadium,54
6,Hoover Public Library,55
6,Ross Bridge Golf Resort and Spa,56
6,Bluff Park,57
6,Veterans Park,58
6,Moss Rock Festival,59
7,Jordan-Hare Stadium,60
7,Jule Collins Smith Museum of Fine Art,61
7,Chewacla State Park,62
7,Kiesel Park,63
7,Davis Arboretum,64
7,Auburn University Fisheries and Aquatic Center,65
7,Telfair Peet Theatre,66
7,Jay and Susie Gogue Performing Arts Center,67
7,Louise Kreher Forest Ecology Preserve and Nature Center,68
7,Auburn Public Library,69
8,Gulf State Park,70
8,Alabama Gulf Coast Zoo,71
8,Gulf Shores Public Beach,72
8,Gulf Shores Museum,73
8,Waterville USA,74
8,Gulf Shores Welcome Center,75
8,Orange Beach Indian & Sea Museum,76
8,Gulf Coast Arts Alliance Art Gallery,77
8,Gulf Shores Golf Club,78
8,The Track Family Recreation Center,79
9,"W.C. Handy Home, Museum & Library",80
9,Frank Lloyd Wright's Rosenbaum House,81
9,University of North Alabama,82
9,Pope's Tavern Museum,83
9,Indian Mound and Museum,84
9,Shoals Community Theatre,85
9,Blackberry Trail Golf Course,86
9,Muscle Shoals Sound Studio,87
9,Wilson Lake,88
9,Key Cave National Wildlife Refuge,89
10,Point Mallard Park,90
10,Cook's Natural Science Museum,91
10,Delano Park,92
10,Wheeler National Wildlife Refuge,93
10,Old State Bank,94
10,Princess Theatre Center for the Performing Arts,95
10,Tennessee Riverwalk,96
10,Wilson Morgan Park,97
10,Wilson-Morgan Art Center,98
10,Decatur General West Campus Park,99
11,Tony Knowles Coastal Trail,100
11,Anchorage Museum at Rasmuson Center,101
11,Alaska Native Heritage Center,102
11,Anchorage Zoo,103
11,Chugach State Park,104
11,Alaska Wildlife Conservation Center,105
11,Iditarod Trail Sled Dog Race Headquarters,106
11,Alaska Aviation Museum,107
11,Flattop Mountain Trail,108
11,Potter Marsh Bird Sanctuary,109
12,Mendenhall Glacier Visitor Center,110
12,Alaska State Capitol Building,111
12,Mount Roberts Tramway,112
12,Alaska State Museum,113
12,Shrine of St. Therese,114
12,Juneau-Douglas City Museum,115
12,Tongass National Forest,116
12,Gastineau Channel Historical Society,117
12,"Alaska State Library, Archives, and Museum",118
12,Last Chance Mining Museum,119
13,Aurora Ice Museum,120
13,University of Alaska Museum of the North,121
13,Pioneer Park,122
13,Chena River State Recreation Area,123
13,Creamer's Field Migratory Waterfowl Refuge,124
13,Morris Thompson Cultural and Visitors Center,125
13,Fountainhead Antique Auto Museum,126
13,North Pole,127
13,Birch Hill Recreation Area,128
13,Tanana Valley State Forest,129
14,Sitka National Historical Park,130
14,Alaska Raptor Center,131
14,St. Michael's Cathedral,132
14,Sitka Sound Science Center,133
14,Baranof Castle Hill State Historic Site,134
14,Sitka Fine Arts Camp,135
14,Fortress of the Bear,136
14,Sheldon Jackson Museum,137
14,Pioneer Home Museum,138
14,Sitka Lutheran Church,139
15,Misty Fjords National Monument,140
15,Totem Bight State Historical Park,141
15,Saxman Native Village,142
15,Creek Street,143
15,Tongass Historical Museum,144
15,Potlatch Totem Park,145
15,Alaska Rainforest Sanctuary,146
15,Southeast Alaska Discovery Center,147
15,Dolly's House Museum,148
15,Ketchikan Salmon Hatchery,149
16,Camelback Mountain,150
16,Heard Museum,151
16,Desert Botanical Garden,152
16,Pueblo Grande Museum and Archaeological Park,153
16,Phoenix Art Museum,154
16,South Mountain Park,155
16,Arizona Science Center,156
16,Musical Instrument Museum,157
16,Phoenix Zoo,158
16,Taliesin West,159
17,Cathedral Rock,160
17,Bell Rock,161
17,Chapel of the Holy Cross,162
17,Red Rock State Park,163
17,Slide Rock State Park,164
17,Oak Creek Canyon,165
17,Tlaquepaque Arts & Crafts Village,166
17,Sedona Arts Center,167
17,Amitabha Stupa & Peace Park,168
17,Sedona Heritage Museum,169
18,Saguaro National Park,170
18,Arizona-Sonora Desert Museum,171
18,Mission San Xavier del Bac,172
18,Tucson Botanical Gardens,173
18,Pima Air & Space Museum,174
18,Mount Lemmon Scenic Byway,175
18,Reid Park Zoo,176
18,Old Tucson,177
18,Titan Missile Museum,178
18,Biosphere 2,179
19,Camelback Mountain,180
19,Frank Lloyd Wright’s Taliesin West,181
19,McCormick-Stillman Railroad Park,182
19,McDowell Sonoran Preserve,183
19,Old Town Scottsdale,184
19,Scottsdale Fashion Square,185
19,Scottsdale Museum of Contemporary Art,186
19,Scottsdale Quarter,187
19,Talking Stick Resort,188
19,Western Spirit: Scottsdale's Museum of the West,189
20,Grand Canyon National Park,190
20,Lowell Observatory,191
20,Museum of Northern Arizona,192
20,Riordan Mansion State Historic Park,193
20,Sunset Crater Volcano National Monument,194
20,Walnut Canyon National Monument,195
20,Wupatki National Monument,196
20,Coconino National Forest,197
20,Flagstaff Extreme Adventure Course,198
20,Arizona Snowbowl,199
21,Castle Dome Mines Museum and Ghost Town,200
21,Colorado River State Historic Park,201
21,Imperial Sand Dunes Recreation Area,202
21,Marine Corp Air Station Yuma Airshow,203
21,Quartermaster Depot State Historic Park,204
21,Yuma Art Center,205
21,Yuma Territorial Prison State Historic Park,206
21,Yuma East Wetlands,207
21,Yuma Quartermaster Depot,208
21,Yuma River Tubing and Floating,209
22,Arizona State University Art Museum,210
22,ASU Gammage Auditorium,211
22,Hayden Butte Preserve,212
22,Kiwanis Park,213
22,Marquee Theatre,214
22,Mill Avenue District,215
22,Papago Park,216
22,Tempe Beach Park,217
22,Tempe Town Lake,218
22,Tempe Marketplace,219
23,Arizona Railway Museum,220
23,Arizona Mills,221
23,Chandler Fashion Center,222
23,Koli Equestrian Center,223
23,Rawhide Western Town and Steakhouse,224
23,Zelma Basha Salmeri Gallery,225
23,Tumbleweed Park,226
23,Downtown Chandler,227
23,Chandler Center for the Arts,228
23,Chandler Museum,229
24,Courthouse Plaza,230
24,Heritage Park Zoological Sanctuary,231
24,Phippen Museum,232
24,Prescott National Forest,233
24,Sharlot Hall Museum,234
24,Smoki Museum,235
24,Watson Lake Park,236
24,Yavapai County Courthouse,237
24,Lynx Lake Recreation Area,238
24,Prescott Peavine National Recreation Trail,239
25,Grand Canyon National Park,240
25,Bright Angel Trail,241
25,Grand Canyon Village Historic District,242
25,Hermit Road,243
25,Hopi House,244
25,Kolb Studio,245
25,Lookout Studio,246
25,Mather Point,247
25,Yavapai Geology Museum,248
25,Tusayan Museum and Ruin,249
26,William J. Clinton Presidential Library and Museum,250
26,Little Rock Central High School National Historic Site,251
26,River Market District,252
26,Arkansas State Capitol,253
26,Pinnacle Mountain State Park,254
26,Little Rock Zoo,255
26,Arkansas Arts Center,256
26,Historic Arkansas Museum,257
26,Esse Purse Museum & Store,258
26,Big Dam Bridge,259
27,University of Arkansas,260
27,Fayetteville Downtown Square and Gardens,261
27,Walton Arts Center,262
27,Prairie Grove Battlefield State Park,263
27,Botanical Garden of the Ozarks,264
27,Devil's Den State Park,265
27,Crystal Bridges Museum of American Art,266
27,Fayetteville Ale Trail,267
27,Mount Sequoyah Woods Trail,268
27,The Jones Center,269
28,Hot Springs National Park,270
28,Bathhouse Row,271
28,Garvan Woodland Gardens,272
28,Magic Springs Theme and Water Park,273
28,Lake Catherine State Park,274
28,Mid-America Science Museum,275
28,Gangster Museum of America,276
28,National Park Aquarium,277
28,The Maxwell Blade Theatre of Magic,278
28,Fordyce Bathhouse Visitor Center,279
29,Crystal Bridges Museum of American Art,280
29,The Walmart Museum,281
29,Amazeum,282
29,Slaughter Pen Trail,283
29,Museum of Native American History,284
29,Compton Gardens and Conference Center,285
29,Lawrence Plaza Ice Rink & Splash Pad,286
29,Coler Mountain Bike Preserve,287
29,Bentonville Square,288
29,21c Museum Hotel,289
30,Thorncrown Chapel,290
30,Christ of the Ozarks,291
30,Turpentine Creek Wildlife Refuge,292
30,Eureka Springs & North Arkansas Railway,293
30,Blue Spring Heritage Center,294
30,Crescent Hotel & Spa,295
30,Eureka Springs Historical Museum,296
30,Onyx Cave Park,297
30,Pivot Rock and Natural Bridge,298
30,Quigley's Castle,299
31,Fort Smith National Historic Site,300
31,Fort Smith Museum of History,301
31,Trolley Museum,302
31,Janet Huckabee Arkansas River Valley Nature Center,303
31,Fort Smith Convention Center,304
31,Riverfront Park,305
31,Immaculate Conception Church,306
31,The Clayton House,307
31,Fort Smith Regional Art Museum,308
31,Miss Laura's Visitor Center,309
32,Craighead Forest Park,310
32,Forrest L. Wood Crowley's Ridge Nature Center,311
32,Bradbury Art Museum,312
32,Lake Frierson State Park,313
32,The Mall at Turtle Creek,314
32,Skirmish at Jonesboro,315
32,Arkansas State University Museum,316
32,Craighead County Veterans Memorial Monument,317
32,Jonesboro Bowling Center,318
32,Convocation Center,319
33,Daisy Airgun Museum,320
33,War Eagle Mill,321
33,Beaver Lake,322
33,Hobbs State Park-Conservation Area,323
33,Rogers Historical Museum,324
33,Pinnacle Hills Promenade,325
33,Lake Atalanta,326
33,Rogers Aquatics Center,327
33,Ozark Beer Company,328
33,The Railyard Bike Park,329
34,Tyson Foods Visitors Center,330
34,Shiloh Museum of Ozark History,331
34,Ozark National Forest,332
34,Springdale Aquatic Center,333
34,Tontitown Grape Festival,334
34,The Jones Center,335
34,Lake Springdale,336
34,J.B. Hunt Park,337
34,Springdale Country Club,338
34,Parsons Stadium,339
35,Hendrix College,340
35,Central Baptist College,341
35,Beaverfork Lake Park,342
35,Lake Conway,343
35,Conway Downtown Historic District,344
35,Pickles Gap Village,345
35,Toad Suck Park,346
35,The Lantern Theatre,347
35,Cadron Settlement Park,348
35,Faulkner County Museum,349
36,Golden Gate Bridge,350
36,Alcatraz Island,351
36,Fisherman's Wharf,352
36,Chinatown,353
36,Golden Gate Park,354
36,Palace of Fine Arts,355
36,Painted Ladies,356
36,Cable Cars,357
36,Lombard Street,358
36,Exploratorium,359
37,Hollywood Walk of Fame,360
37,Universal Studios Hollywood,361
37,Disneyland,362
37,Santa Monica Pier,363
37,Griffith Observatory,364
37,Getty Center,365
37,Los Angeles County Museum of Art (LACMA),366
37,The Grove & Farmers Market,367
37,Venice Beach,368
37,Griffith Park,369
38,San Diego Zoo,370
38,Balboa Park,371
38,SeaWorld San Diego,372
38,USS Midway Museum,373
38,Coronado Beach,374
38,La Jolla Cove,375
38,Gaslamp Quarter,376
38,Old Town San Diego State Historic Park,377
38,Cabrillo National Monument,378
38,Torrey Pines State Natural Reserve,379
39,Santa Barbara County Courthouse,380
39,Santa Barbara Mission,381
39,State Street,382
39,Stearns Wharf,383
39,Santa Barbara Botanic Garden,384
39,Santa Barbara Zoo,385
